"","File","Query","SolutionStr","MySolutionStr","SolutionLine","MySolutionLine","Loss"
"1835","265.txt","testBuilder.append(""ah<?> ??????"");","testBuilder.append(""ah<?> "");","testBuilder.append(""ah<?> "");",173,173,0
"1836","2650.txt","public static final String VERSION = ""8.0.0"";","public static final String VERSION = ""7.0.0"";","public static final String VERSION = ""7.0.0"";",45,45,0
"1837","2651.txt","if (jvmflags != null && jvmflags.length() > 0)","if (jvmflags != null)","if ((jvmflags != null) && (jvmflags.length() > 0))",1601,902,1
"1838","2652.txt","innerCache.put(key, value);","innerCache.put(reader, value);","innerCache.put(key, progress.value);",65,74,0.999999969540041
"1839","2653.txt","java.io.File file = new java.io.File(""short.utf"");","java.io.File file = new java.io.File(""short.txt"");","java.io.File file = new java.io.File(""short.txt"");",90,90,0
"1840","2654.txt","public static final String LUCENE_MAIN_VERSION = ident(""4.3.1"");","public static final String LUCENE_MAIN_VERSION = ident(""4.3"");","public static final String LUCENE_MAIN_VERSION = ident(""4.3"");",125,125,0
"1841","2655.txt","Element paragraph = outputDoc.createElement(SPAN);","Element paragraph = outputDoc.createElement(PARAGRAPH);","Element paragraph = outputDoc.createElement(PARAGRAPH);",396,396,0
"1842","2656.txt","protected final SolrCoreState solrCoreState;","protected SolrCoreState solrCoreState;","protected SolrCoreState solrCoreState;",58,58,0
"1843","2657.txt","public static Character defaultSpacerCharacter = Character.valueOf('_');","public static Character defaultSpacerCharacter = new Character('_');","public static Character defaultSpacerCharacter = new Character('_');",119,119,0
"1844","2658.txt","chars[i++] = (char) nextInt(random, 0x80, 0x7ff);","chars[i++] = (char) nextInt(random, 0x80, 0x800);","chars[i++] = (char) nextInt(random, 0x800, 0xd7ff);",223,225,0.964027580075817
"1845","2659.txt","assertTrue(""Invalid version: ""+version + "" vs "" + constantVersion,","assertTrue(""Invalid version: ""+version,","assertTrue(""Invalid version: ""+version,",134,134,0
"1846","266.txt","int numTestPoints = 100;","int numTestPoints = 1000;","int numTestPoints = 1000;",291,291,0
"1847","2660.txt","context.write(new Text(key.toString().split(""/"")[1]), new VectorWritable(result));","context.write(key, new VectorWritable(result));","context.write(key, new VectorWritable(result));",62,62,0
"1848","2661.txt","String theLabel = ((Pair<?,?>) label).getFirst().toString().split(""/"")[1];","String theLabel = ((Pair<?,?>) label).getFirst().toString();","String theLabel = ((Pair<?,?>) label).getFirst().toString();",119,119,0
"1849","2662.txt","String label = labelText.toString().split(""/"")[1];","String label = labelText.toString();","String label = labelText.toString();",43,43,0
"1850","2663.txt","final int docID = docStoreOffset + startDocID + count + 1;","final int docID = startDocID + count + 1;","final int docID = startDocID + count + 1;",204,204,0
"1851","2664.txt","compositeManifest.put(Constants.IMPORT_PACKAGE, ""org.osgi.service.blueprint;version=\""[1.0.0,2.0.0)\"", org.osgi.service.blueprint.container;version=1.0"");","compositeManifest.put(Constants.IMPORT_PACKAGE, ""org.osgi.service.blueprint.container"");","compositeManifest.put(Constants.IMPORT_PACKAGE, ""org.osgi.service.blueprint.container"");",80,80,0
"1852","2665.txt","public static void setDefault(final TimeZone tz) {","private void setDefault(final TimeZone tz) throws SecurityException{","private void setDefault(final TimeZone tz) throws SecurityException{",73,73,0
"1853","2666.txt","new Thread(runnable, ""COMMIT-LOG-WRITER"").start();","new Thread(runnable).start();","new Thread(runnable).start();",68,68,0
"1854","2667.txt","}, ""PERIODIC-COMMIT-LOG-SYNCER"").start();","}).start();","}",217,94,1
"1855","2668.txt","assert consistencyLevel == ConsistencyLevel.EACH_QUORUM;","assert consistencyLevel == ConsistencyLevel.LOCAL_QUORUM;","assert consistencyLevel == ConsistencyLevel.LOCAL_QUORUM;",64,64,0
"1856","2669.txt","if (pos < lastPos)","if (pos <= lastPos)","if (pos <= lastPos)",226,226,0
"1857","267.txt","private static final TimestampReconciler reconciler = TimestampReconciler.instance;","private static final TimestampReconciler reconciler = new TimestampReconciler();","private static final TimestampReconciler reconciler = new TimestampReconciler();",33,33,0
"1858","2670.txt","stmt = conn.prepareStatement(getPreferenceTimeSQL, ResultSet.TYPE_FORWARD_ONLY, ResultSet.CONCUR_READ_ONLY);","stmt = conn.prepareStatement(getPreferenceSQL, ResultSet.TYPE_FORWARD_ONLY, ResultSet.CONCUR_READ_ONLY);","stmt = conn.prepareStatement(getPreferenceSQL, ResultSet.TYPE_FORWARD_ONLY, ResultSet.CONCUR_READ_ONLY);",481,449,1
"1859","2671.txt","return new Token( s, token.startOffset(), token.endOffset(), token.type());","return new Token( s, 0, s.length(), token.type() );","return new Token( s, 0, s.length(), token.type() );",117,117,0
"1860","2672.txt","if (centroid.size() != v.size()) {","if (centroid.size() != centroid.size()) {","if (centroid.size() != centroid.size()) {",80,80,0
"1861","2673.txt","FieldCache.DEFAULT.purgeByCacheKey(SlowCompositeReaderWrapper.wrap(r).getCoreCacheKey());","FieldCache.DEFAULT.purge(SlowCompositeReaderWrapper.wrap(r));","FieldCache.DEFAULT.purge(SlowCompositeReaderWrapper.wrap(r));",135,135,0
"1862","2674.txt","LuceneTestCase.assumeTrue(""Nested suite class ignored (started as stand-alone)."",","LuceneTestCase.assumeTrue(""Nested suite class ignored (started as stand-along)."",","LuceneTestCase.assumeTrue(""Nested suite class ignored (started as stand-along)."",",52,52,0
"1863","2675.txt","double discount = 1.0 / log2(i + 2.0); // Classical formulation says log(i+1), but i is 0-based here","double discount = i == 0 ? 1.0 : 1.0 / log2(i + 1);","double discount = i == 0 ? 1.0 : 1.0 / log2(i + 1);",182,182,0
"1864","2676.txt","this.minSimilarity = 0; // just driven by number of edits","this.minSimilarity = 1 - (minSimilarity+1) / this.termLength;","this.minSimilarity = minSimilarity;",125,129,0.999329299739067
"1865","2677.txt","params.set(COMPRESSION, ""true"");","params.set(COMPRESSION, ""internal"");","params.set(COMPRESSION, ""internal"");",1142,1142,0
"1866","2678.txt","String LANG_TOO_MUCH_CONTENTION_ON_SEQUENCE                 = ""X0Y84.T"";","String LANG_TOO_MUCH_CONTENTION_ON_SEQUENCE                 = ""X0Y84.S"";","String LANG_TOO_MUCH_CONTENTION_ON_SEQUENCE                 = ""X0Y84.S"";",1385,1385,0
"1867","2679.txt","assertTrue(((TrackingCMS) w.w.getConfig().getMergeScheduler()).totMergedBytes != 0);","assertTrue(((TrackingCMS) iwc.getMergeScheduler()).totMergedBytes != 0);","assertTrue(((TrackingCMS) iwc.getMergeScheduler()).totMergedBytes != 0);",368,368,0
"1868","268.txt","SuperColumn sc = new SuperColumn(""sc1"".getBytes(), LongType.instance, ClockType.Timestamp, TimestampReconciler.instance);","SuperColumn sc = new SuperColumn(""sc1"".getBytes(), LongType.instance, ClockType.Timestamp, new TimestampReconciler());","SuperColumn sc = new SuperColumn(""sc1"".getBytes(), LongType.instance, ClockType.Timestamp, new TimestampReconciler());",32,32,0
"1869","2680.txt","static class KeepAllCommits extends IndexDeletionPolicy {","static class KeepAllCommits implements IndexDeletionPolicy {","static class KeepAllCommits implements IndexDeletionPolicy {",533,533,0
"1870","2681.txt","public final class KeepOnlyLastCommitDeletionPolicy extends IndexDeletionPolicy {","public final class KeepOnlyLastCommitDeletionPolicy implements IndexDeletionPolicy {","public final class KeepOnlyLastCommitDeletionPolicy implements IndexDeletionPolicy {",29,29,0
"1871","2682.txt","public class FakeDeletionPolicy extends IndexDeletionPolicy implements NamedListInitializedPlugin {","public class FakeDeletionPolicy implements IndexDeletionPolicy, NamedListInitializedPlugin {","public class FakeDeletionPolicy implements IndexDeletionPolicy, NamedListInitializedPlugin {",29,29,0
"1872","2683.txt","public class SolrDeletionPolicy extends IndexDeletionPolicy implements NamedListInitializedPlugin {","public class SolrDeletionPolicy implements IndexDeletionPolicy, NamedListInitializedPlugin {","public class SolrDeletionPolicy implements IndexDeletionPolicy, NamedListInitializedPlugin {",44,44,0
"1873","2684.txt","query(""q"",""*:*"", ""sort"",i1+"" desc"", ""fl"",""*,score"");","//query(""q"",""*:*"", ""sort"",i1+"" desc"", ""fl"",""*,score"");","//query(""q"",""*:*"", ""sort"",i1+"" desc"", ""fl"",""*,score"");",456,456,0
"1874","2685.txt","if ( (rb.getFieldFlags() & SolrIndexSearcher.GET_SCORES)!=0 || rb.getSortSpec().includesScore()) {","if (rb.getSortSpec().includesScore()) {","if (!req.getParams().getBool(ShardParams.IS_SHARD,false) && rb.getResults().docList != null && rb.getResults().docList.size()<=50) {",321,234,1
"1875","2686.txt","resourceLoader.inform( this );  // last call before the latch is released.","resourceLoader.inform( this );","resourceLoader.inform( this );",589,589,0
"1876","2687.txt","org.w3c.dom.Document doc = db.parse(new ByteArrayInputStream(xhtml.getBytes(""UTF-8"")));","org.w3c.dom.Document doc = db.parse(new ByteArrayInputStream(xhtml.getBytes()));","org.w3c.dom.Document doc = db.parse(new ByteArrayInputStream(xhtml.getBytes()));",1374,1374,0
"1877","2688.txt","CartesianTierPlotter ctp = new CartesianTierPlotter( CartesianTierPlotter.bestFit(miles, minTier, maxTier), projector, tierPrefix);","CartesianTierPlotter ctp = new CartesianTierPlotter( miles, projector, tierPrefix, minTier, maxTier );","CartesianTierPlotter ctp = new CartesianTierPlotter( miles, projector, tierPrefix, minTier, maxTier );",72,72,0
"1878","2689.txt","assertQ(req(""fl"", ""*,score"", ""indent"", ""true"", ""q"", qry.toString()),","assertQ(req(""fl"", ""*,score"", ""q"", qry.toString()),","assertQ(req(""fl"", ""*,score"", ""q"", qry.toString()),",218,218,0
"1879","269.txt","AbstractReconciler reconciler = TimestampReconciler.instance; // TODO generalize","AbstractReconciler reconciler = new TimestampReconciler(); // TODO generalize","AbstractReconciler reconciler = new TimestampReconciler(); // TODO generalize",306,306,0
"1880","2690.txt","public PatternKeywordMarkerFilter(TokenStream in, Pattern pattern) {","protected PatternKeywordMarkerFilter(TokenStream in, Pattern pattern) {","protected PatternKeywordMarkerFilter(TokenStream in, Pattern pattern) {",45,45,0
"1881","2691.txt","protected boolean lessThan (final Object a, final Object b) {","protected final boolean lessThan (final Object a, final Object b) {","protected final boolean lessThan (final Object a, final Object b) {",83,83,0
"1882","2692.txt","new Lock.With(directory.makeLock(""commit.lock""), COMMIT_LOCK_TIMEOUT) {","new Lock.With(directory.makeLock(""commit.lock"")) {","new Lock.With(directory.makeLock(""commit.lock"")) {",359,359,0
"1883","2693.txt","return getValues(reader);","return null;","return getValues(null, reader);",47,40,0.999998336943945
"1884","2694.txt","testRandomWords(_TestUtil.nextInt(random, 50000, 60000), atLeast(1));","testRandomWords(atLeast(50000), atLeast(1));","testRandomWords(atLeast(50000), atLeast(1));",966,966,0
"1885","2695.txt","ColumnFamily filteredColumnFamily = cf.cloneMeShallow();","ColumnFamily filteredColumnFamily = new ColumnFamily(cfName, cf.type());","ColumnFamily filteredColumnFamily = new ColumnFamily(cfName, cf.type());",66,66,0
"1886","2696.txt","return ""PostingsFormat(name="" + name + "")"";","return name;","return name;",71,71,0
"1887","2697.txt","throw new IllegalStateException(""field \"""" + t.field() + ""\"" was indexed without position data; cannot run PhraseQuery (term="" + t.text() + "")"");","throw new IllegalStateException(""field \"""" + t.field() + ""\"" was indexed with Field.omitTermFreqAndPositions=true; cannot run PhraseQuery (term="" + t.text() + "")"");","throw new IllegalStateException(""field \"""" + t.field() + ""\"" was indexed with Field.omitTermFreqAndPositions=true; cannot run PhraseQuery (term="" + t.text() + "")"");",232,232,0
"1888","2698.txt","throw new IllegalStateException(""field \"""" + term.field() + ""\"" was indexed without position data; cannot run SpanTermQuery (term="" + term.text() + "")"");","throw new IllegalStateException(""field \"""" + term.field() + ""\"" was indexed with Field.omitTermFreqAndPositions=true; cannot run SpanTermQuery (term="" + term.text() + "")"");","throw new IllegalStateException(""field \"""" + term.field() + ""\"" was indexed with Field.omitTermFreqAndPositions=true; cannot run SpanTermQuery (term="" + term.text() + "")"");",95,95,0
"1889","2699.txt","private int hasProx = CHECK_FIELDINFO;     // True if this segment has any fields with positional information","private int hasProx = CHECK_FIELDINFO;     // True if this segment has any fields with omitTermFreqAndPositions==false","static final int WITHOUT_GEN = 0;  // a file name that has no GEN in it.",94,51,1
"1890","27.txt","""Apache Derby Network Server connected to database "" +","""Cloudscape Network Server connected to database "" +","""Cloudscape Network Server connected to database "" +",1198,1198,0
"1891","270.txt","TimestampReconciler.instance,","new TimestampReconciler(),","new TimestampReconciler(),",205,205,0
"1892","2700.txt","readHeader(getEmbryonicPage(dis));","readHeader(dis);","readHeader(dis);",92,92,0
"1893","2701.txt","""has been closed."", ioe.getMessage());","""has been closed"", ioe.getMessage());","""has been closed"", ioe.getMessage());",2637,2637,0
"1894","2702.txt","if (skipDoc != 0 && skipDoc >= doc)","if (skipDoc >= doc)","if (skipDoc >= doc)",199,199,0
"1895","2703.txt","import org.apache.derby.shared.common.sanity.SanityManager;","import org.apache.derby.iapi.services.sanity.SanityManager;","import org.apache.derby.iapi.services.sanity.SanityManager;",35,35,0
"1896","2704.txt","List<Integer> list = Arrays.asList(new Integer[0]);","List<Integer> list = Collections.emptyList();","List<Integer> list = Collections.emptyList();",94,94,0
"1897","2705.txt","} while ((currentTimeSlice <= 0)  ||","} while ((currentTimeSlice == 0)  ||","} while ((currentTimeSlice == 0)  ||",283,283,0
"1898","2706.txt","if (timeSlice > 0)","if (timeSlice != 0)","if (timeSlice != 0)",76,76,0
"1899","2707.txt","if (!result.isDigestQuery())","if (result.isDigestQuery())","if (result.isDigestQuery())",205,84,1
"1900","2708.txt","// Not in Java 5: @Override","@Override","private final ExecutorService es;",197,71,1
"1901","2709.txt","schemaSources.add(new StreamSource(url.openStream(), url.toExternalForm()));","schemaSources.add(new StreamSource(url.openStream()));","schemaSources.add(new StreamSource(url.openStream()));",242,242,0
"1902","271.txt","reconciler = TimestampReconciler.instance; // default","reconciler = new TimestampReconciler(); // default","reconciler = new TimestampReconciler(); // default",951,951,0
"1903","2710.txt","prnRSN.adjustForSortElimination(orderByList);","prnRSN.adjustForSortElimination();","prnRSN.adjustForSortElimination();",1425,1425,0
"1904","2711.txt","MavenArtifactProvisionOption mapo = mavenBundleInTest(""org.apache.aries.blueprint"", ""org.apache.aries.blueprint.sample"");","MavenArtifactProvisionOption mapo = CoreOptions.mavenBundle().groupId(""org.apache.aries.blueprint"").artifactId(""org.apache.aries.blueprint.sample"").version( ""0.1-incubating-SNAPSHOT"");","MavenArtifactProvisionOption mapo = CoreOptions.mavenBundle().groupId(""org.apache.aries.blueprint"").artifactId(""org.apache.aries.blueprint.sample"").version( ""0.1-incubating-SNAPSHOT"");",92,92,0
"1905","2712.txt","FSDirectory fs1 = FSDirectory.getDirectory(indexDirName, lockFactory);","FSDirectory fs1 = FSDirectory.getDirectory(indexDirName, lockFactory, false);","FSDirectory fs1 = FSDirectory.getDirectory(indexDirName, lockFactory, false);",328,328,0
"1906","2713.txt","directory = FSDirectory.getDirectory(dirPath);","directory = FSDirectory.getDirectory(dirPath, null, false);","directory = FSDirectory.getDirectory(dirPath, null, false);",180,180,0
"1907","2714.txt","dir = FSDirectory.getDirectory(file);","dir = FSDirectory.getDirectory(file, null, false);","dir = FSDirectory.getDirectory(file, null, false);",65,65,0
"1908","2715.txt","Directory rd = FSDirectory.getDirectory(indexDir);","Directory rd = FSDirectory.getDirectory(indexDir, null, false);","Directory rd = FSDirectory.getDirectory(indexDir, null, false);",150,150,0
"1909","2716.txt","directory = FSDirectory.getDirectory(dirName);","directory = FSDirectory.getDirectory(dirName, null, false);","directory = FSDirectory.getDirectory(dirName, null, false);",152,152,0
"1910","2717.txt","return (alphabet.nextByte() & 0xff);","return alphabet.nextByte();","return alphabet.nextByte();",98,98,0
"1911","2718.txt","samplingParams.setSamplingThreshold(11000); //force sampling","samplingParams.setSampingThreshold(11000); //force sampling","samplingParams.setSampingThreshold(11000); //force sampling",148,148,0
"1912","2719.txt","params.setSamplingThreshold(60);","params.setSampingThreshold(60);","params.setSampingThreshold(60);",80,80,0
"1913","272.txt","throws InvalidRequestException, UnavailableException","throws InvalidRequestException, NotFoundException, UnavailableException","throws InvalidRequestException, TException, UnavailableException",211,587,1
"1914","2720.txt","public void setSamplingThreshold(int samplingThreshold) {","public void setSampingThreshold(int samplingThreshold) {","public void setSampingThreshold(int samplingThreshold) {",128,128,0
"1915","2721.txt","suite.addTest(InterruptResilienceTest.suite());","suite.addTest(Derby151Test.suite());","suite.addTest(BackupRestoreTest.suite());",60,65,0.999909204262595
"1916","2722.txt","if (include.getField() != null && exclude.getField() != null && !include.getField().equals(exclude.getField()))","if (!include.getField().equals(exclude.getField()))","if (!include.getField().equals(exclude.getField()))",65,65,0
"1917","2723.txt","public SQLWarning getWarnings() throws SQLException { return null; }","public SQLWarning getWarnings() throws SQLException { throw notImplemented( ""getWarnings"" ); }","public SQLWarning getWarnings() throws SQLException { throw notImplemented( ""getWarnings"" ); }",89,89,0
"1918","2724.txt","for (String table : DatabaseDescriptor.getTables())","for (String table : DatabaseDescriptor.getNonSystemTables())","for (String table : DatabaseDescriptor.getNonSystemTables())",231,231,0
"1919","2725.txt","segmentInfos, null, codecs, null);","segmentInfos, null, codecs);","segmentInfos, null, codecs);",726,726,0
"1920","2726.txt","public static TypeDescriptor getStoredType(Object onDiskType)","private static TypeDescriptor getStoredType(Object onDiskType)","private static TypeDescriptor getStoredType(Object onDiskType)",325,325,0
"1921","2727.txt","Query rewritten = new ToParentBlockJoinQuery(origChildQuery,","Query rewritten = new ToParentBlockJoinQuery(childQuery,","Query rewritten = new ToParentBlockJoinQuery(childQuery,",456,456,0
"1922","2728.txt","} else if (indexReader != null) {","} else {","} else {",574,247,1
"1923","2729.txt","Directory baseToDir = getBaseDir(toDir);","Directory baseToDir = getBaseDir(fromDir);","Directory baseToDir = getBaseDir(fromDir);",92,92,0
"1924","273.txt","final class BulkOperationPackedSingleBlock extends BulkOperation {","class BulkOperationPackedSingleBlock extends BulkOperation {","class BulkOperationPackedSingleBlock extends BulkOperation {",23,23,0
