"","File","Query","SolutionStr","MySolutionStr"
"756","3707.txt","public static final int PARSE_INTERCEPTORS_ANNOTATION               = 0x3100;","public static final int PARSE_BEAN_INTERCEPTOR_ANNOTATION           = 0x3100;","public static final int PARSE_PERSISTENCE_ANNOTATION                = 0x3000;"
"757","3708.txt","@Message(id = Message.NONE, value = ""Password of the user, this will be checked against the password requirements defined within the add-user.properties configuration"")","@Message(id = Message.NONE, value = ""Password of the user. Should not be same as the username"")","@Message(id = Message.NONE, value = ""Password requirements are listed below. To modify these restrictions edit the add-user.properties configuration file."")"
"758","3722.txt","assertFalse(""Exclude unlisted still defaults to false in 2.0."", noExclude.excludeUnlistedClasses());","assertTrue(""Exclude unlisted should default true in 2.0."", noExclude.excludeUnlistedClasses());","assertFalse(""Exclude unlisted should default false in 1.0."", noExclude.excludeUnlistedClasses());"
"759","3728.txt","Method m2 = getNameMethod;","// Method m2 = getNameMethod;","Method m = getNameMethod;"
"760","3794.txt","import static test.util.TestResourceUtils.*;","import static org.springframework.tests.TestResourceUtils.qualifiedResource;","import static org.junit.Assert.*;"
"761","3832.txt","deploymentAdd.get(ENABLED).set(enabled);","if(startInput != null) deploymentAdd.get(ENABLED).set(startInput);","deploymentAdd.get(HASH).set(hash);"
"762","3862.txt","pathHandler.addPath(""/"", rootConsoleRedirectHandler);","pathHandler.setDefaultHandler(rootConsoleRedirectHandler);","pathHandler.addPath(consoleHandler.getContext(), readinessHandler);"
"763","3874.txt","validator.validate(""http://java.sun.com/xml/ns/javaee/web-app_2_5.xsd"", xmlInput);","validator.validate(""http://java.sun.com/xml/ns/j2ee/web-app_2_5.xsd"", xmlInput);","validator.validate(""-//Sun Microsystems, Inc.//DTD Web Application 2.3//EN"", xmlInput);"
"764","3877.txt","public void testCustomCharsetBadName() {","public void testCustomCharsetBadName() throws UnsupportedEncodingException {","public void testCustomCharsetToString() {"
"765","3885.txt","context.removeService(RemotingHttpUpgradeService.SERVICE_NAME);","context.removeService(RemotingHttpUpgradeService.UPGRADE_SERVICE_NAME.append(""management""));","context.removeService(UndertowHttpManagementService.SERVICE_NAME);"
"766","3901.txt","return StringUtils.EMPTY;","return """";","return str;"
"767","3903.txt","if (StringUtils.isEmpty(chars)) {","if (chars == null || chars.length() == 0) {","if (StringUtils.isEmpty(str)) {"
"768","3924.txt","FileStoreResourceDefinition.RELATIVE_PATH.parseAndSetParameter(value, store, reader);","FileStoreResourceDefinition.PATH.parseAndSetParameter(value, store, reader);","FileStoreResourceDefinition.RELATIVE_TO.parseAndSetParameter(value, store, reader);"
"769","3925.txt","FileStoreResourceDefinition.RELATIVE_PATH.parseAndSetParameter(value, store, reader);","FileStoreResourceDefinition.PATH.parseAndSetParameter(value, store, reader);","FileStoreResourceDefinition.RELATIVE_TO.parseAndSetParameter(value, store, reader);"
"770","3926.txt","FileStoreResourceDefinition.RELATIVE_PATH.parseAndSetParameter(value, store, reader);","FileStoreResourceDefinition.PATH.parseAndSetParameter(value, store, reader);","FileStoreResourceDefinition.RELATIVE_TO.parseAndSetParameter(value, store, reader);"
"771","3938.txt","return bitIndex >= 0;","return 0 <= bitIndex && bitIndex <= Integer.MAX_VALUE;","return bitIndex == NULL_BIT_KEY;"
"772","3942.txt","throws IOException, ClassNotFoundException;","throws IOException;","throws IOException;"
"773","3945.txt","// Ignored","EJB3SubsystemRootResourceDefinition.DEFAULT_CLUSTERED_SFSB_CACHE.parseAndSetParameter(value, ejb3SubsystemAddOperation, reader);","final int attCount = reader.getAttributeCount();"
"774","3949.txt","list8 = (List<Object>[]) list10; // NOTE cast is required by Sun Jave, but not by Eclipse","list8 = list10;","list8 = (List<Object>[]) list13;"
"775","3964.txt","if(descr != null && (descr.contains(""JBAS014807"") || descr.contains(""JBAS014793""))) {","if(descr != null && descr.contains(""JBAS014807"")) {","if(descr != null && descr.contains(""JBAS014807"")) {"
"776","3968.txt","public synchronized void start(StartContext context) throws StartException {","public void start(StartContext context) throws StartException {","public synchronized void stop(StopContext context) {"
"777","3972.txt","log.error(ServiceMBeanLogger.ROOT_LOGGER.postRegisterInitializationFailed(), e);","log.error(e);","log.warn(ServiceMBeanLogger.ROOT_LOGGER.initializationFailed(e, jbossInternalDescription()));"
"778","3984.txt","public void setUp() {","public void setUp() throws Exception {","public void testGetUpperBound() {"
"779","3985.txt","public void setUp() {","public void setUp() throws Exception {","public void testGetUpperBound() {"
"780","400.txt","return new FileUpdateTask(item, target, backup, modification);","return new FileModifyTask(item, target, backup, modification);","return new FileAddTask(item, target, backup, modification);"
"781","401.txt",".setValidator(new IntRangeValidator(1, 200, true, false))",".setValidator(new IntRangeValidator(1, 500, true, false))",".setValidator(new IntRangeValidator(1, 100, true, false))"
"782","4013.txt","if (server.hasDefined(SOCKET_BINDING_PORT_OFFSET) && server.get(SOCKET_BINDING_PORT_OFFSET).asInt() > 0) {","if (server.has(SOCKET_BINDING_PORT_OFFSET)) {","if (server.hasDefined(SOCKET_BINDING_GROUP)) {"
"783","4034.txt","double actual = Gamma.logGamma(x);","double actual = Gamma.logGamma(x, 10e-5, Integer.MAX_VALUE);","double actual = Gamma.regularizedGammaP(a, x);"
"784","4134.txt","List<String> frames = new ArrayList<String>();","ArrayList<String> frames = new ArrayList<String>();","List<String> list = new ArrayList<String>();"
"785","4138.txt","if (!isFixedPort) {","if (port > 0 && isFixedPort == false) {","if (this.isFixedPort) {"
"786","4139.txt","return entry == null ? inherited : entry.getDescriptionProvider();","return entry == null ? null : entry.getDescriptionProvider();","return entry == null ? inherited : entry.getOperationHandler();"
"787","4155.txt","return Collections.singleton(RESOURCE_ADAPTER_SERVICE_PREFIX.append(raName));","return null;","serviceName = RESOURCE_ADAPTER_SERVICE_PREFIX.append(raName);"
"788","4156.txt","cmdCtx = initCommandContext(defaultControllerHost, defaultControllerPort, username, password, false, connect);","cmdCtx = new CommandContextImpl();","cmdCtx = initCommandContext(defaultControllerHost, defaultControllerPort, username, password, false, true);"
"789","4157.txt","if (iorSecurityConfigMetaData != null && iorSecurityConfigMetaData.getTransportConfig() != null) {","if (iorSecurityConfigMetaData != null) {","if (iorSecurityConfigMetaData != null) {"
"790","4159.txt","final String line = in.readLine();","String line = in.readLine();","final String comment = line.trim();"
"791","4162.txt","}, authorizer));","}));","}"
"792","4188.txt","return; // not an ee deployment","return; // not an EE deployment","return;"
"793","4189.txt","if (serverEnvironment != null) { // TODO eliminate test cases that result in serverEnviroment == null","if (serverEnvironment != null) { // TODO eliminate test cases that result in serverEnvironment == null","if (serverEnvironment != null) {"
"794","4216.txt","return; //not an ee deployment","return; //not an EE deployment","return;"
"795","4239.txt","15000,","Utils.getInt(conf.get(Config.STORM_ZOOKEEPER_CONNECTION_TIMEOUT)),","zkStr,"
"796","4243.txt","super();","; // empty constructor","= FastDateFormat.getInstance(""yyyy-MM-dd'T'HH:mm:ss"");"
"797","4244.txt","super();","; // empty constructor","super();"
"798","4245.txt","super();","; // empty constructor","stopTime = -1;"
"799","4295.txt","private String clientLibraryUrl = ""https://cdn.jsdelivr.net/sockjs/0.3.4/sockjs.min.js"";","private String clientLibraryUrl = ""https://d1fxtkz8shb9d2.cloudfront.net/sockjs-0.3.4.min.js"";","private String name = ""SockJSService@"" + ObjectUtils.getIdentityHexString(this);"
"800","4296.txt","private transient V value;","private V value;","private transient boolean groupLockHeld;"
"801","4297.txt","private static void usage() {","public static void usage() {","private static void abort(Throwable t) {"
"802","4301.txt","serverOp.get(CONTENT).set(domainDeployment.require(CONTENT));","serverOp.get(CONTENT).get(0).get(HASH).set(domainDeployment.require(CONTENT).require(0).require(HASH).asBytes());","serverOp.get(RUNTIME_NAME).set(domainDeployment.get(RUNTIME_NAME));"
"803","4308.txt","} else if (length > size) {","} else {","} else if (length >= size) {"
"804","4309.txt","final ModelNode processId = operation.hasDefined(PROCESS_ID) ? operation.get(PROCESS_ID) : new ModelNode();","final ModelNode processId = operation.require(PROCESS_ID);","final ModelNode processId = operation.require(PROCESS_ID);"
"805","4313.txt","System.out.println(updates);","//System.out.println(combiner.createUpdates());","//System.out.println(hostModel);"
"806","4322.txt","} else { // onClass","} else { // onclass","} else {"
"807","4344.txt","setIDLName(getIDLName()); // Fix operation names","setIDLName(getIDLName()); // Fixup operation names","mutatorAnalysis.setIDLName(""_set_"" + idlName);"
"808","4394.txt","} catch (NoSuchMethodException e) { // NOPMD - Swallow the exception","} catch (NoSuchMethodException e) { /* SWALLOW - NOPMD */","} catch (NoSuchMethodException e) {"
"809","4395.txt","ArrayList<String> al = new ArrayList<String>();","ArrayList al = new ArrayList();","List<String> results = new ArrayList<String>();"
"810","4400.txt","return MessageBuilder.withPayload("""").setHeaders(headers).build();","return MessageBuilder.withPayloadAndHeaders("""", headers).build();","return MessageBuilder.withPayload("""").copyHeaders(headers.toMap()).build();"
"811","4459.txt","listField.remove(Integer.valueOf(random.nextInt(N)));","listField.removeFirstOccurrence(Integer.valueOf(random.nextInt(N)));","listField.add(Integer.valueOf(random.nextInt(N)));"
"812","4463.txt","@SuppressWarnings({ ""unchecked""})","@SuppressWarnings({ ""unchecked"", ""rawtypes"" })","@SuppressWarnings(""unchecked"")"
"813","4467.txt","bd.addConfigurations(m);","scd.addConfigurations(m);","scd.addConfigurations(m);"
"814","4479.txt","checkName(""0302-0601-3\u00b1\u00b1\u00b1F06\u00b1W220\u00b1ZB\u00b1LALALA\u00b1\u00b1\u00b1\u00b1\u00b1\u00b1\u00b1\u00b1\u00b1\u00b1CAN\u00b1\u00b1DC\u00b1\u00b1\u00b104\u00b1060302\u00b1MOE.model"");","checkName(""0302-0601-3±±±F06±W220±ZB±LALALA±±±±±±±±±±CAN±±DC±±±04±060302±MOE.model"");","checkName("""");"
"815","4481.txt","this.ejbClientContext.unregisterEJBReceiver(localEjbReceiver);","localEjbReceiver.stop(context);","this.clientContext.registerEJBReceiver(receiver);"
"816","4498.txt","protected static final PathElement DEPLOYMENT_OVERRIDE_DEPLOYMENT_PATH = PathElement.pathElement(ModelDescriptionConstants.DEPLOYMENT);","protected static final PathElement DEPLOYMENT_OVERRIDE_LINK_PATH = PathElement.pathElement(ModelDescriptionConstants.DEPLOYMENT_OVERLAY_LINK);","protected static final PathElement DEPLOYMENT_OVERRIDE_PATH = PathElement.pathElement(ModelDescriptionConstants.DEPLOYMENT_OVERLAY);"
"817","45.txt","when(this.manager.createSessionId()).thenReturn(sessionId);","when(this.manager.createIdentifier()).thenReturn(sessionId);","when(this.manager.createSession(sessionId)).thenReturn(session);"
"818","4527.txt","assertEquals(expected.toUpperCase(), new String(actual));","assertEquals(expected, new String(actual));","assertEquals(expected, new String(actual));"
"819","4552.txt","assertEquals(0, handler.getMaximalValueError(), 1.1e-7);","assertTrue(handler.getMaximalValueError() < 5.0e-8);","assertEquals(0, handler.getMaximalTimeError(), 1.0e-12);"
"820","46.txt","when(manager.createSessionId()).thenReturn(sessionId);","when(manager.createIdentifier()).thenReturn(sessionId);","when(manager.createSession(sessionId)).thenReturn(session);"
"821","4620.txt","// Ignored","EJB3SubsystemRootResourceDefinition.DEFAULT_CLUSTERED_SFSB_CACHE.parseAndSetParameter(value, ejb3SubsystemAddOperation, reader);","final int attCount = reader.getAttributeCount();"
"822","4655.txt","Assert.assertEquals(""hello"", ejb.getRemoteViaHandleMessage());","Assert.assertEquals(""hello"", ejb.getRemoteViaWrappedHandle());","Assert.assertEquals(""hello"", ejb.getRemoteViaHomeHandleMessage());"
"823","4659.txt","TransactionSubsystemRootResourceDefinition.ENABLE_STATISTICS.parseAndSetParameter(value, operation, reader);","TransactionSubsystemRootResourceDefinition.STATISTICS_ENABLED.parseAndSetParameter(value, operation, reader);","TransactionSubsystemRootResourceDefinition.ENABLE_TSM_STATUS.parseAndSetParameter(value, operation, reader);"
"824","4670.txt","return;","throw new RuntimeException(""FIXME"");","final MethodIdentifier postConstructIdentifier = MethodIdentifier.getIdentifier(void.class, postConstruct);"
"825","4671.txt","return;","throw new RuntimeException(""FIXME"");","EEModuleClassDescription interceptorModuleClassDescription = null;// applicationClassesDescription.getOrAddClassByName(interceptorClassName);"
"826","4672.txt","return;","throw new RuntimeException(""FIXME"");","return SessionBeanMetaData.class;"
"827","4680.txt","defaultDependencies.add(""deployment.arquillian-service"");","defaultDependencies.add(""org.jboss.arquillian.core"");","defaultDependencies.add(""org.junit"");"
"828","4681.txt","mbeanServer.getAttribute(objectName, ""IntervalSeconds"");","Object o = mbeanServer.getAttribute(objectName, ""IntervalSeconds"");","mbeanServer.setAttribute(objectName, new Attribute(""IntervalSeconds"", 2));"
