"","File","Query","SolutionStr","MySolutionStr"
"767","6929.txt","localType.enclosingType().constantPoolName(),","outerMostEnclosingType.constantPoolName(),","localType.enclosingType.constantPoolName(),"
"768","6944.txt","import org.apache.log4j.Level;","import org.apache.log4j.Priority;","import org.apache.log4j.Category;"
"769","6947.txt","String pathInfo=subReq.getServletPath();","String pathInfo=subReq.getPathInfo();","String pathInfo=subReq.getServletPath();"
"770","6952.txt","Thread.sleep(3000);","Thread.sleep(2000);","Thread.sleep(1000);"
"771","6953.txt","public Vector getModifiedDiagrams() {","Vector getModifiedDiagrams() {","public DiagramInterface(Editor editor) {"
"772","6961.txt","System.out.println(""Finished build of "" + currentProject.getName()); //$NON-NLS-1$","System.out.println(""Build complete...""); //$NON-NLS-1$","System.out.println(""Missing delta for: "" + currentProject.getName()); //$NON-NLS-1$"
"773","6970.txt","targetLabel.initialize(codeStream);","targetLabel.codeStream = codeStream;","targetLabel.place();"
"774","6974.txt","return CharOperation.NO_CHAR_CHAR;","return new char[0][];","return lineSeparator;"
"775","6989.txt","if (isClass() || isInterface() || isEnum() || isAnnotation()) {","if (isClass() || isInterface() || isEnum()) {","if (isClass() || isInterface() || isEnum()) {"
"776","6990.txt","for (int i = 0; i <= this.data.replacedTokensPtr; i++) {","for (int i = 0; i <= this.data.removedTokensPtr; i++) {","for (int i = 0; i <= this.data.removedTokensPtr; i++) {"
"777","6991.txt","jarRoot.getWorkspace().getRoot().setPersistentProperty(jarRoot.getSourceAttachmentPropertyName(), null); // lose info - will be recomputed","jarRoot.getWorkspace().getRoot().setPersistentProperty(jarRoot.getSourceAttachmentPropertyName(), null); // loose info - will be recomputed","IProject projRsc = (IProject) getWorkspace().getRoot().findMember(entry.getPath());"
"778","7003.txt","public char[] getCurrentTokenSourceString() {","public final char[] getCurrentTokenSourceString() {","public char[] getCurrentIdentifierSource() {"
"779","7022.txt","req.protocol().setString( msg.getString());","req.setProtocol(            msg.getString());","req.requestURI().setString( msg.getString());"
"780","7041.txt","JeremieRegistry.this.stop();","stop();","LocateRegistry.getRegistry(port).list();"
"781","7051.txt","internalNamePropertyFactory(TypeDeclaration.class);","new ChildPropertyDescriptor(TypeDeclaration.class, ""name"", SimpleName.class, MANDATORY, NO_CYCLE_RISK); //$NON-NLS-1$","internalJavadocPropertyFactory(TypeDeclaration.class);"
"782","7056.txt","if (o == null) return """";","else","if (o instanceof Name)"
"783","7063.txt","public final static String KEY_DELIMITER = ""\u002B""; //$NON-NLS-1$","public final static String KEY_DELIMITER = Character.toString('\u002B');","public final static String KEY_DELIMITERS = KEY_DELIMITER;"
"784","707.txt","import org.apache.tomcat.util.log.*;","import org.apache.tomcat.logging.*;","import org.apache.tomcat.util.*;"
"785","7075.txt","return """"/*nonNLS*/;","return """"; //$NON-NLS-1$","return extension;"
"786","708.txt","boolean newIsCleaning;","boolean newIsCleaning; // TODO: implement change wrt newIsCleaning","boolean isCleaningForSave;"
"787","7083.txt","addField(Argo.localize(""UMLMenu"", ""label.container""), containerScroll);","addField(Argo.localize(""UMLMenu"", ""label.namespace""), namespaceScroll);","addField(Argo.localize(""UMLMenu"", ""label.incoming""), incomingScroll);"
"788","7085.txt","inputStream.close();","//out.close();","inputStream.flush();"
"789","7096.txt","IType type = getType();","IType type = new BinaryType(this, simpleName(typeInfo.getName()));","IType type = null;"
"790","7099.txt","throw new ClassNotFoundException(className);","throw new ClassNotFoundException();","throw new ClassNotFoundException();"
"791","7102.txt","this(Header.randomID());","this(-1);","this(new DataByteInputStream(b));"
"792","7120.txt","if (resource.getName().equalsIgnoreCase(""CVS"")) return; // TEMPORARY //$NON-NLS-1$","if (resource.getName().equalsIgnoreCase(""CVS"")) return; // TEMPORARY","System.out.println(""Type has structural changes "" + fileName); //$NON-NLS-1$"
"793","7135.txt","CompilerOptions.IGNORE);","CompilerOptions.WARNING);","CompilerOptions.ERROR);"
"794","7164.txt","return ProgressManagerUtil.EMPTY_OBJECT_ARRAY;","return null;","return null;"
"795","7168.txt","MINIMUM_ZOOM);","0);","MINIMUM_ZOOM,"
"796","7179.txt","delta.removed(workingCopy, IJavaElementDelta.F_PRIMARY_WORKING_COPY);","delta.removed(workingCopy);","delta.changed(workingCopy, IJavaElementDelta.F_PRIMARY_WORKING_COPY);"
"797","7180.txt","if (match != null && (castType.isBoundParameterizedType() || castType.isGenericType() || expressionType.isBoundParameterizedType() || expressionType.isGenericType())) {","if (castType.isBoundParameterizedType() || castType.isGenericType()) {","if (match != null) {"
"798","7185.txt","if (newProblems[i].getID() != IProblem.Task)//TODO: (kent) aren't tasks filtered out from problems here?","if (newProblems[i].getID() != IProblem.Task)","if (pb.getID() == IProblem.Task) continue; // skip task"
"799","7188.txt","java.lang.Class classCls = MMClass.class;","java.lang.Class classCls = uci.uml.Foundation.Core.Class.class;","java.lang.Class classifierCls = Classifier.class;"
"800","719.txt","Scanner scanner = this.getAST().scanner;","Scanner scanner = new Scanner(true, true, false, false, false, null, null);","scanner.setSource(source);"
"801","7193.txt","return """"; //$NON-NLS-1$","return """"/*nonNLS*/;","return i;"
"802","7197.txt","currentElement = ((IType)currentElement).getField(new String(node.name));","currentElement = ((IType)currentElement).getField(currentElement.getElementName());","currentElement = ((IType)currentElement).getType(new String(node.name));"
"803","7213.txt","setVisible(true);","show();","setResizable(false);"
"804","7216.txt","this.setAttribute(HAS_MODIFIED_RESOURCE_ATTR, TRUE);","this.setAttribute(""hasModifiedResource"", ""true""); //$NON-NLS-1$ //$NON-NLS-2$","return IJavaElementDelta.F_SOURCEATTACHED | IJavaElementDelta.F_SOURCEDETACHED;"
"805","7224.txt","IClasspathEntry[] classpathEntries = javaProject.getExpandedClasspath();","IClasspathEntry[] classpathEntries = javaProject.getExpandedClasspath(true/*ignore unresolved variable*/, false/*don't create markers*/, null/*preferred cp*/, null/*preferred output*/);","IClasspathEntry[] prereqClasspathEntries = prereqJavaProject.getRawClasspath();"
"806","7231.txt","wizard.pack();","wizard.setSize(700, 500);","wizard.setVisible(true);"
"807","7236.txt","public static final String Version = ""1.0R1"";","public static final String Version = ""2.2"";","public static final String Version = ""1.1"";"
"808","7240.txt","printer.print(NO_CONTENT);","printer.print(""-------"");","printer.println();"
"809","7244.txt","// cannot return - since may still proceed if unreachable code is ignored (21203)","return;","thrown) into their own catch variables, the one specified in the source"
"810","7248.txt","protected Appender getConfiguredAppender() {","Appender getConfiguredAppender() {","protected Appender getAppender() {"
"811","7266.txt","return """"/*nonNLS*/;","return """"; //$NON-NLS-1$","return name;"
"812","7274.txt","updateActivities(activitiesById.keySet());","updateActivities(this.definedActivityIds);","updateActivity(activity);"
"813","7285.txt","if (progress != null) progress.setCanceled(true);","progress.setCanceled(true);","if (progress != null)"
"814","7286.txt","protected void fireInternalPropertyChange(int id) {","private void fireInternalPropertyChange(int id) {","protected void firePropertyChange(int id) {"
"815","7295.txt","if (valueRequired) {","if (valueRequired || currentScope.compilerOptions().complianceLevel >= ClassFileConstants.JDK1_4) {","if (valueRequired){"
"816","730.txt","IEditorDescriptor editor = array[j];","IEditorDescriptor editor = array[i];","IEditorDescriptor editor = array[i];"
"817","7307.txt","return DataTransferMessages.getString(""FileExport.toDirectory""); //$NON-NLS-1$","return DataTransferMessages.getString(""DataTransfer.directory""); //$NON-NLS-1$","return DataTransferMessages.getString(""FileExport.rootName""); //$NON-NLS-1$"
"818","7310.txt","if (match != null && (castType.isBoundParameterizedType() || castType.isGenericType() || expressionType.isBoundParameterizedType() || expressionType.isGenericType())) {","if (castType.isBoundParameterizedType() || castType.isGenericType()) {","if (this.expectedType != null && this.resolvedType.isBaseType() && !this.resolvedType.isCompatibleWith(this.expectedType)) {"
"819","7316.txt","visitor.visit(this);","boolean visitChildren = visitor.visit(this);","visitor.endVisit(this);"
"820","7319.txt","blockDeclaration.print(tab + 1, result);","result.append(blockDeclaration.toString(tab + 1));","blockDeclaration.statements = updatedStatements;"
"821","7329.txt","rootResource = oldRoots[i].getUnderlyingResource();","oldRoots[i].getUnderlyingResource();","rootResource = newRoots[i].getUnderlyingResource();"
"822","7331.txt","unitResult.record(problem, context); // TODO: (jerome) clients are trapping problems either through factory or requestor... is result storing needed?","unitResult.record(problem, context); // TODO: clients are trapping problems either through factory or requestor... is result storing is needed?","boolean deprecated = (currentModifiers & AccDeprecated) != 0; // remember deprecation so as to not lose it below"
"823","7333.txt","} else if (Level.class.isAssignableFrom(type)) {","} else if (Priority.class.isAssignableFrom(type)) {","} else if (Integer.TYPE.isAssignableFrom(type)) {"
"824","7359.txt","buf.append(event.getRenderedMessage());","buf.append(event.message);","buf.append(event.getThreadName());"
"825","7366.txt","} else {","} else if (!wasDocked) {","} else if (!wasDocked) {"
"826","7367.txt","return """"; //$NON-NLS-1$","return """"/*nonNLS*/;","return 0;"
"827","737.txt","rootHandle,","(JavaProject)rootHandle.getJavaProject(),","rootHandle.fullInclusionPatternChars(),"
"828","7370.txt","if (!(validDestination() && validateOptionsGroup() && validateSourceGroup()))","if (!validDestination())","if (all)"
"829","7371.txt","SourceMethodElementInfo sourceMethodInfo = (SourceMethodElementInfo) getElementInfo();","SourceMethodInfo sourceMethodInfo = (SourceMethodInfo) getElementInfo();","SourceMethodElementInfo info = (SourceMethodElementInfo) getElementInfo();"
"830","7375.txt","return null;","return getConfigurationElement().getNamespace();","return image;"
"831","7380.txt","super(null);","super(workbenchPage.getWorkbenchWindow().getShell());","close();"
"832","7438.txt","visitor.visit(this);","boolean visitChildren = visitor.visit(this);","visitor.endVisit(this);"
"833","7449.txt","return availableMethods;","return methods;","return availableFields;"
"834","7479.txt","return event.getRenderedMessage();","return event.message;","return event.getThreadName();"
"835","7494.txt","System.out.println(""ids are "" + ids);","// assertTrue(ids.size()>0);","String moduleID = ""5"";"
"836","7502.txt","field.original().modifiers |= AccLocallyUsed;","field.modifiers |= AccLocallyUsed;","method.original().modifiers |= AccLocallyUsed;"
"837","7514.txt","public char[][] getIndexCategories() {","public char[][] getMatchCategories() {","public char[] getIndexKey() {"
"838","752.txt","jEdit.removePluginJAR(jar,false);","jar.closeZipFile();","progress.done(false);"
"839","7535.txt","public static boolean fineErrorDiagnose = true; //TODO: (david) remove the static modifier when new diagnose is ready","public static boolean fineErrorDiagnose = true; //TODO remove the static modifier when new diagnose is ready","|| node instanceof TypeDeclaration) { // mark type for now: all initializers will be marked when added to this type"
"840","7546.txt","org.eclipse.jdt.internal.compiler.util.Util.valueOf(false),","Boolean.valueOf(false),","org.eclipse.jdt.core.ICompilationUnit unit = (org.eclipse.jdt.core.ICompilationUnit) element;"
"841","7556.txt","}","}//marche pas bien s","} else {"
"842","7566.txt","this.needsResolve = true; // always resolve (in case of a simple name reference being a potential match)","this.needsResolve = qualification != null;","lastIndex = CharOperation.occurencesOf('.', partialQualifiedName) - 1; // index of last bound token is one before the pb token"
"843","7579.txt","if (org.eclipse.jdt.internal.compiler.util.Util.isClassFileName(entryName)) {","if (Util.isClassFileName(entryName)) {","for (Enumeration e= jar.entries(); e.hasMoreElements();) {"
"844","7581.txt","JavaModelManager.getJavaModelManager().getElementsOutOfSynchWithBuffers().add(this);","JavaModelManager.getJavaModelManager().getElementsOutOfSynchWithBuffers().put(this, this);","JavaModelManager.getJavaModelManager().getElementsOutOfSynchWithBuffers().remove(this);"
"845","7601.txt","return this.factory.createBuffer(workingCopy); // TODO (jerome) change to use a org.eclipse.text buffer","return this.factory.createBuffer(workingCopy); // TODO: change to use a org.eclipse.text buffer","if (this.factory == null) return super.createBuffer(workingCopy);"
"846","7617.txt","if (org.eclipse.jdt.internal.compiler.util.Util.isJavaFileName(pathname)) {","if (Util.isJavaFileName(pathname)) {","if (elementName.startsWith(matchName)) {"
