"","File","Query","SolutionStr","MySolutionStr","SolutionLine","MySolutionLine","Loss"
"5915","5359.txt","FieldBinding[] newFieldBindings = new FieldBinding[fieldBindings.length];","FieldBinding[] newFieldBindings = new FieldBinding[knownFieldNames.size() - 1];","FieldBinding[] newFieldBindings = new FieldBinding[knownFieldNames.size() - 1];",118,118,0
"5916","536.txt","currentElement = ((IType)currentElement).getDeclaringType();","currentElement = currentElement.getParent();","currentElement = ((IType)currentElement).getType(new String(node.name));",254,249,0.999909204262595
"5917","5360.txt","return getDeclaringClass().getName() + "".""/*nonNLS*/ + getName();","return getDeclaringClass().getName() + ""."" + getName(); //$NON-NLS-1$","return getDeclaringClass().getName() + ""."" + getName(); //$NON-NLS-1$",47,47,0
"5918","5361.txt","import org.eclipse.ui.internal.activities.ui.SwapActivityHelper;","import org.eclipse.ui.internal.csm.activities.SwapActivityHelper;","import org.eclipse.ui.internal.csm.activities.SwapActivityHelper;",22,22,0
"5919","5362.txt","&& currentScope.needBlankFinalFieldInitializationCheck(binding)","&& currentScope.allowBlankFinalFieldAssignment(binding)","&& currentScope.allowBlankFinalFieldAssignment(binding)",49,49,0
"5920","5363.txt","dnsPTRRecord(dnsName _name, short _dclass, int _ttl, MyStringTokenizer st)","dnsPTRRecord(dnsName _name, short _dclass, int _ttl, StringTokenizer st)","dnsPTRRecord(dnsName _name, short _dclass, int _ttl, StringTokenizer st)",24,24,0
"5921","5364.txt","public ISourceRange mapSource(","public synchronized ISourceRange mapSource(","public synchronized ISourceRange mapSource(",1031,1031,0
"5922","5365.txt","public static final String SIGNATURE= ""INDEX FILE 0.013""; //$NON-NLS-1$","public static final String SIGNATURE= ""INDEX FILE 0.012""; //$NON-NLS-1$","public static final String SIGNATURE= ""INDEX FILE 0.012""; //$NON-NLS-1$",20,20,0
"5923","5366.txt","public void showDialog(final Throwable ex) {","public void showDialog(final Exception ex) {","public void showDialog(final Exception ex) {",55,55,0
"5924","5367.txt","extends org.jboss.system.ServiceMBean","extends org.jboss.util.ServiceMBean","extends org.jboss.util.ServiceMBean",11,11,0
"5925","5368.txt","public void setActiveDiagram (ArgoDiagram ad) {","protected void setActiveDiagram (ArgoDiagram ad) {","protected void setActiveDiagram (ArgoDiagram ad) {",680,680,0
"5926","5369.txt","if (!(oTarget instanceof MModelElement)) {","if (!(oTarget instanceof MModelElementImpl)) {","if (!(oTarget instanceof MModelElementImpl)) {",535,535,0
"5927","537.txt","strbuf = new StringBuffer((int)fromFile.length());","strbuf = new StringBuffer();","strbuf = new StringBuffer();",109,109,0
"5928","5370.txt","import javax.swing.*;","import com.sun.java.swing.*;","import com.sun.java.swing.*;",31,31,0
"5929","5371.txt","selected= Boolean.valueOf(checkbox.isSelected());","selected= new Boolean(checkbox.isSelected());","selected= new Boolean(checkbox.isSelected());",85,85,0
"5930","5372.txt","Scope scope,","BlockScope scope,","BlockScope scope,",209,209,0
"5931","5373.txt","public void loop(Node n, Pattern currentPattern) {","void loop(Node n, Pattern currentPattern) {","void loop(Node n, Pattern currentPattern) {",84,84,0
"5932","5374.txt","success &= references[i].tryToGetLock(this);","success &= references[i].tryToGetLock();","success &= references[i].tryToGetLock();",152,152,0
"5933","5375.txt","return this.type.print(tab, output).append(';');","return type.print(tab, output).append(';');","return type.print(tab, output).append(';');",26,26,0
"5934","5376.txt","if (this.inferredReturnType)","if (this.wasInferred)","if (this.wasInferred)",343,334,0.999999969540041
"5935","5377.txt","package org.eclipse.ui.internal.presentations.util;","package org.eclipse.ui.internal.presentations.newapi;","package org.eclipse.ui.internal.presentations.newapi;",11,11,0
"5936","5378.txt","static Map getDescriptors() {","private static Map getDescriptors() {","private static Map getDescriptors() {",469,469,0
"5937","5379.txt","FolderCommandReference r = ((AbstractMailFrameController) getFrameMediator()).getTableSelection();","FolderCommandReference[] r = ((AbstractMailFrameController) getFrameMediator()).getTableSelection();","FolderCommandReference[] r = ((AbstractMailFrameController) getFrameMediator()).getTableSelection();",62,62,0
"5938","538.txt","package org.xbill.DNS;","package DNS;","package DNS;",4,4,0
"5939","5380.txt","scanner.setSource(source);","scanner.setSourceBuffer(source);","scanner.setSourceBuffer(source);",238,238,0
"5940","5381.txt","if (this.unitScope != null && this.unitScope.isBoxingCompatibleWith(proposalType, this.expectedTypes[i])) {","if (this.unitScope != null && this.unitScope.isBoxingCompatibleWith(this.expectedTypes[i], proposalType)) {","if (this.unitScope != null && this.unitScope.isBoxingCompatibleWith(this.expectedTypes[i], proposalType)) {",3982,3982,0
"5941","5382.txt","import static org.junit.internal.matchers.StringContains.containsString;","import static org.junit.matchers.StringContains.containsString;","import static org.junit.matchers.StringContains.containsString;",6,6,0
"5942","5383.txt","Name(DataByteInputStream in, Compression c) throws IOException {","Name(CountedDataInputStream in, Compression c) throws IOException {","Name(CountedDataInputStream in, Compression c) throws IOException {",58,58,0
"5943","5384.txt","new ExportDialog(getFrameMediator().getView().getFrame());","new ExportDialog();","new ExportDialog();",41,41,0
"5944","5385.txt","dbs.writeShort((short)tsig.getSignature().length);","dbs.writeShort((short)old.getSignature().length);","dbs.writeShort((short)old.getSignature().length);",383,81,1
"5945","5386.txt","Object target = ProjectBrowser.TheInstance.getActiveDiagram();","Object target = ProjectBrowser.TheInstance.getTarget();","Object target = ProjectBrowser.TheInstance.getTarget();",69,69,0
"5946","5387.txt","public void disabled_test5() {","public void test5() {","public void test5() {",163,163,0
"5947","5388.txt","import org.eclipse.core.runtime.Assert;","import org.eclipse.ui.internal.misc.Assert;","import org.eclipse.ui.internal.misc.Assert;",13,13,0
"5948","5389.txt","result.setSourceRange(getStartPosition(), getLength());","result.setSourceRange(this.getStartPosition(), this.getLength());","result.setSourceRange(this.getStartPosition(), this.getLength());",145,145,0
"5949","539.txt","@Target({ElementType.METHOD, ElementType.TYPE})","@Target(ElementType.METHOD)","@Target(ElementType.METHOD)",25,25,0
"5950","5390.txt","import org.eclipse.ui.internal.util.Util;","import org.eclipse.ui.internal.commands.util.old.Util;","import org.eclipse.ui.internal.commands.util.old.Util;",22,22,0
"5951","5391.txt","this.wrappedConstantValue = Boolean.valueOf(fieldConstant.booleanValue());","this.wrappedConstantValue = new Boolean(fieldConstant.booleanValue());","this.wrappedConstantValue = new Boolean(fieldConstant.booleanValue());",146,146,0
"5952","5392.txt","Constant condConstant = this.condition.optimizedBooleanConstant(); //TODO: wrong, cannot use optimizedBoolean here (initializationTest#71).","Constant condConstant = this.condition.optimizedBooleanConstant();","Constant condConstant = this.condition.optimizedBooleanConstant();",70,70,0
"5953","5393.txt","public Vector _transitions = new Vector();","public Vector _transitions;","public Vector _transitions;",47,47,0
"5954","5394.txt","scope.problemReporter().unsafeTypeConversion(this.expression, expressionType, methodType);","scope.problemReporter().unsafeRawConversion(this.expression, expressionType, methodType);","scope.problemReporter().unsafeRawConversion(this.expression, expressionType, methodType);",210,210,0
"5955","5395.txt","IClassFile classFile= ((IPackageFragment)fClassFile.getParent()).getClassFile(new String(ClassFile.unqualifiedName(binaryType.getName())) + "".class""); //$NON-NLS-1$","IClassFile classFile= ((IPackageFragment)fClassFile.getParent()).getClassFile(new String(ClassFile.unqualifiedName(binaryType.getName())) + "".class""/*nonNLS*/);","IClassFile classFile= ((IPackageFragment)fClassFile.getParent()).getClassFile(new String(ClassFile.unqualifiedName(binaryType.getName())) + "".class""/*nonNLS*/);",76,76,0
"5956","5396.txt","Object o = ModelFacade.getFacade().create(Uml.NAMESPACE);","Object o = getFactory().create(Uml.NAMESPACE);","Object o = getFactory().create(Uml.NAMESPACE);",44,44,0
"5957","5397.txt","MenuItem mItem = new MenuItem(menu, SWT.NONE);","MenuItem mItem = new MenuItem(menu, SWT.DEFAULT);","MenuItem mItem = new MenuItem(menu, SWT.DEFAULT);",292,292,0
"5958","5398.txt","super(name, (int) (posNom >>> 32), (int) posNom);","super(null, name, (int) (posNom >>> 32), (int) posNom);","super(null, name, (int) (posNom >>> 32), (int) posNom);",24,24,0
"5959","5399.txt","if (externalPath.getFileExtension() != null/*likely a .jar, .zip, .rar or other file*/ && !externalFolder.exists())","if (org.eclipse.jdt.internal.compiler.util.Util.isArchiveFileName(externalPath.lastSegment()) && !externalFolder.exists())","if (org.eclipse.jdt.internal.compiler.util.Util.isArchiveFileName(externalPath.lastSegment()) && !externalFolder.exists())",80,80,0
"5960","54.txt","Job.getJobManager().join(JavaCore.PLUGIN_ID, null);","Platform.getJobManager().join(JavaCore.PLUGIN_ID, null);","Platform.getJobManager().join(JavaCore.PLUGIN_ID, null);",3921,3921,0
"5961","540.txt","if(ct.getRoles() != null || ct.getTransport() != null ) {","if(ct.getHandler() == null ) {","if(ct.getHandler() == null ) {",182,182,0
"5962","5400.txt",".equals(""org.columba.mail.composer.MimePartRenderer"")) {",".equals(""org.columba.modules.mail.composer.MimePartRenderer"")) {",".equals(""org.columba.modules.mail.composer.MimePartRenderer"")) {",111,111,0
"5963","5401.txt","}","};","};",202,117,1
"5964","5402.txt","import org.eclipse.ui.presentations.IPartMenu;","import org.eclipse.ui.presentations.*;","import org.eclipse.ui.presentations.*;",49,49,0
"5965","5403.txt","String str = ""Hello ""+attributes.getValue(""name"")+""."";","String str = ""Hello ""+name+""."";","String str = ""Hello ""+name+""."";",38,38,0
"5966","5404.txt","return ""UnmodifiedBuilderType("" + fNewTSEntry.getType().getName() + "")""; //$NON-NLS-1$ //$NON-NLS-2$","return ""UnmodifiedBuilderType(""/*nonNLS*/ + fNewTSEntry.getType().getName() + "")""/*nonNLS*/;","return ""UnmodifiedBuilderType(""/*nonNLS*/ + fNewTSEntry.getType().getName() + "")""/*nonNLS*/;",55,55,0
"5967","5405.txt","static final String DEFAULT_WORKBOOK_ID = ""DefaultEditorWorkbook"";//$NON-NLS-1$","private static final String DEFAULT_WORKBOOK_ID = ""DefaultEditorWorkbook"";//$NON-NLS-1$","private static final String DEFAULT_WORKBOOK_ID = ""DefaultEditorWorkbook"";//$NON-NLS-1$",41,41,0
"5968","5406.txt","public static final ReferenceBinding LUB_GENERIC = new ReferenceBinding() { /* used for lub computation */};","public static ReferenceBinding LUB_GENERIC = new ReferenceBinding() { /* used for lub computation */};","public static ReferenceBinding LUB_GENERIC = new ReferenceBinding() { /* used for lub computation */};",45,45,0
"5969","5407.txt","} else if (c==9 || c==10 || c==13 || c>=32){","} else {","} else {",573,450,1
"5970","5408.txt","new CodeSnippetParser(problemReporter, evaluationContext, this.options.parseLiteralExpressionsAsConstants, codeSnippetStart, codeSnippetEnd);","new CodeSnippetParser(problemReporter, evaluationContext, this.options.parseLiteralExpressionsAsConstants, this.options.getAssertMode(), codeSnippetStart, codeSnippetEnd);","new CodeSnippetParser(problemReporter, evaluationContext, this.options.parseLiteralExpressionsAsConstants, this.options.getAssertMode(), codeSnippetStart, codeSnippetEnd);",29,29,0
"5971","5409.txt","return ""ClasspathDirectory ""/*nonNLS*/ + path;","return ""ClasspathDirectory "" + path; //$NON-NLS-1$","return ""ClasspathDirectory "" + path; //$NON-NLS-1$",78,78,0
"5972","541.txt","source = this.document.getCharContents();","source = document.getCharContents();","source = document.getCharContents();",60,60,0
"5973","5410.txt","Returns the option names for this component.","Retuns the option names for this component.","Retuns the option names for this component.",135,135,0
"5974","5411.txt","return KeyFormatterFactory.getFormalKeyFormatter().format(this);","return name;","return name;",134,134,0
"5975","5412.txt","ReferenceBinding match = ((ReferenceBinding)receiverErasure).findSuperTypeWithSameErasure(field.declaringClass);","ReferenceBinding match = ((ReferenceBinding)receiverErasure).findSuperTypeErasingTo((ReferenceBinding)field.declaringClass.erasure());","ReferenceBinding match = ((ReferenceBinding)receiverErasure).findSuperTypeErasingTo((ReferenceBinding)field.declaringClass.erasure());",692,692,0
"5976","5413.txt","exclusionPatterns = ((ClasspathEntry)entry).fullExclusionPatternChars();","exclusionPatterns = ((ClasspathEntry)entry).fulExclusionPatternChars();","exclusionPatterns = ((ClasspathEntry)entry).fulExclusionPatternChars();",72,72,0
"5977","5414.txt","buffer.append(""Built delta:\n""/*nonNLS*/);","buffer.append(""Built delta:\n""); //$NON-NLS-1$","buffer.append(""Built delta:\n""); //$NON-NLS-1$",425,425,0
"5978","5415.txt","package DNS.utils;","package DNS;","package DNS;",4,4,0
"5979","5416.txt","if (linkedResourceStatus.getSeverity() == IStatus.ERROR)","if (linkedResourceStatus.getCode() == IStatus.ERROR)","if (linkedResourceStatus.getCode() == IStatus.ERROR)",466,466,0
"5980","5417.txt","return outerLocalVariables;		// is null if no outer locals are required","return outerLocalVariables;// is null if no enclosing instances are required","return outerLocalVariables;// is null if no enclosing instances are required",185,185,0
"5981","5418.txt","if (argumentType.isWildcard() && !argumentType.isIntersectionType()) {","if (argumentType.isWildcard()) {","if (argumentType.isWildcard()) {",63,63,0
"5982","5419.txt","protected CategorizedProblem[] problems; // new problems to report against this compilationUnit","protected IProblem[] problems; // new problems to report against this compilationUnit","protected IProblem[] problems; // new problems to report against this compilationUnit",23,23,0
"5983","542.txt","import org.eclipse.ui.statushandlers.StatusManager;","import org.eclipse.ui.statushandling.StatusManager;","import org.eclipse.ui.statushandling.StatusManager;",24,24,0
"5984","5420.txt","import com.ibm.icu.text.BreakIterator;","import java.text.BreakIterator;","import java.text.BreakIterator;",13,13,0
"5985","5421.txt","int end = this.scanner.eofPosition == Integer.MAX_VALUE ? this.scanner.eofPosition : this.scanner.eofPosition - 1;","int end = this.scanner.eofPosition <= Integer.MAX_VALUE ? this.scanner.eofPosition - 1 : this.scanner.eofPosition;","int end = this.scanner.eofPosition <= Integer.MAX_VALUE ? this.scanner.eofPosition - 1 : this.scanner.eofPosition;",9812,9812,0
"5986","5422.txt","public Compiler batchCompiler;","protected Compiler batchCompiler;","public CompilerOptions compilerOptions; // read-only",1099,1104,0.999909204262595
